league,season,md,source,player_key,player_id,player,team,position,jersey,birth_year,u21_born_from,apps,minutes,starts,sub_in,sub_out,goals,own_goals,assists,penalties,yellows,reds_direct,reds_second_yellow,report_minutes,team_points,team_matches
UPL,2025/26,4,reports,010898M04,010898M04,Khassim Hafizi,EXPRESS,,27,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,4,reports,056374M04,056374M04,Lawrence Muwonge Bukenya,EXPRESS,,28,2004.0,2004-01-01,1,81,1,0,1,0,,,,0,0,0,81.0,0.0,1.0
UPL,2025/26,4,reports,065959M09,065959M09,Victor Kananura Kahindi,EXPRESS,,15,2009.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,4,reports,033201M06,033201M06,Alex Yiga,KCCA,,30,2006.0,2004-01-01,1,22,0,1,0,0,,,,0,0,0,22.0,3.0,1.0
UPL,2025/26,4,reports,021673M04,021673M04,Haruna Lukwago,KCCA,,29,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,4,reports,044066M04,044066M04,Humphrey Oyirwoth,KCCA,,28,2004.0,2004-01-01,0,0,0,0,0,0,,,,1,0,0,0.0,3.0,1.0
UPL,2025/26,4,reports,005883M04,005883M04,Joel Sserunjogi,KCCA,,22,2004.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,4,reports,058232M07,058232M07,Lazaro Muhindo,KCCA,,27,2007.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,4,reports,040861M04,040861M04,Shafik Nana Kwikiriza,KCCA,,19,2004.0,2004-01-01,1,68,1,0,1,0,,,,0,0,0,68.0,3.0,1.0
UPL,2025/26,4,reports,055880M05,055880M05,Sharifu Ssengendo,KCCA,,5,2005.0,2004-01-01,1,3,0,1,0,0,,,,0,0,0,3.0,3.0,1.0
UPL,2025/26,4,reports,056081M04,056081M04,Amir Kakomo,KITARA,,29,2004.0,2004-01-01,1,64,1,0,1,0,,,,0,0,0,64.0,3.0,1.0
UPL,2025/26,4,reports,044748M05,044748M05,Edward Namaasa,KITARA,,26,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,4,reports,031277M05,031277M05,Jimmy Kalema,KITARA,,15,2005.0,2004-01-01,1,90,1,0,0,1,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,4,reports,065884M07,065884M07,Allan Batali Igama,LUGAZI,,1,2007.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,4,reports,050305M06,050305M06,Birungi Alvin Twiine,LUGAZI,,25,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,4,reports,057827M06,057827M06,Freedom Mungudit,LUGAZI,,27,2006.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,1.0,1.0
UPL,2025/26,4,reports,051304M06,051304M06,Juma Ssajjabi,LUGAZI,,26,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,4,reports,052610M04,052610M04,Ivan Mayanja,MAROONS,,10,2004.0,2004-01-01,1,81,1,0,1,0,,,,0,0,0,81.0,1.0,1.0
UPL,2025/26,4,reports,043270M06,043270M06,Jamal Ssemwogerere,MAROONS,,29,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,4,reports,025236M04,025236M04,Abudul Malik Bironse,MBARARA,,28,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,4,reports,057902M06,057902M06,Ambrose Arinda,MBARARA,,16,2006.0,2004-01-01,1,46,1,0,1,0,,,,0,0,0,46.0,0.0,1.0
UPL,2025/26,4,reports,055878M04,055878M04,Henry Kitegenyi,MBARARA,,9,2004.0,2004-01-01,1,81,1,0,1,1,,,,0,0,0,81.0,0.0,1.0
UPL,2025/26,4,reports,065958M09,065958M09,Stuart Hussein Kafuluma,MBARARA,,40,2009.0,2004-01-01,1,26,0,1,0,0,,,,0,0,0,26.0,0.0,1.0
UPL,2025/26,4,reports,036009M06,036009M06,Emmanuel Kulanga,NEC,,28,2006.0,2004-01-01,1,54,1,0,1,0,,,,1,0,0,54.0,0.0,1.0
UPL,2025/26,4,reports,057901M05,057901M05,Hudson Mbalire,NEC,,30,2005.0,2004-01-01,1,23,0,1,0,0,,,,0,0,0,23.0,0.0,1.0
UPL,2025/26,4,reports,065371M05,065371M05,Jackson Ssembatya,NEC,,26,2005.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,4,reports,025443M04,025443M04,Joseph Seremba,NEC,,15,2004.0,2004-01-01,1,54,1,0,1,0,,,,0,0,0,54.0,0.0,1.0
UPL,2025/26,4,reports,055885M06,055885M06,Shamiru Kimwero,NEC,,13,2006.0,2004-01-01,1,67,1,0,1,0,,,,0,0,0,67.0,0.0,1.0
UPL,2025/26,4,reports,010972M05,010972M05,Abudshakur Ramsey Jemba,POLICE,,28,2005.0,2004-01-01,1,46,0,1,0,0,,,,0,0,0,46.0,0.0,1.0
UPL,2025/26,4,reports,065938M04,065938M04,Bedia Djuma Ikamba,POLICE,,15,2004.0,2004-01-01,1,79,1,0,1,1,,,,0,0,0,79.0,0.0,1.0
UPL,2025/26,4,reports,055884M06,055884M06,Dennis Kalanzi,POLICE,,10,2006.0,2004-01-01,1,58,1,0,1,0,,,,0,0,0,58.0,0.0,1.0
UPL,2025/26,4,reports,032556M05,032556M05,Rayn Figo Kizito,POLICE,,26,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,0.0,1.0
UPL,2025/26,4,reports,022529M05,022529M05,Stephen Namaisi,POLICE,,30,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,0.0,1.0
UPL,2025/26,4,reports,045544M05,045544M05,George Masembe,URA,,14,2005.0,2004-01-01,1,66,1,0,1,0,,,,0,0,0,66.0,1.0,1.0
UPL,2025/26,4,reports,043298M06,043298M06,John Innocent Kisolo,URA,,26,2006.0,2004-01-01,1,24,0,1,0,0,,,,1,0,0,24.0,1.0,1.0
UPL,2025/26,4,reports,031869M04,031869M04,Hassan Mubiru,VILLA,,26,2004.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,4,reports,064911M06,064911M06,Merickzedek Mangeni,VILLA,,30,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,4,reports,039141M07,039141M07,Raymon Barasa Mangoli,VILLA,,27,2007.0,2004-01-01,1,16,0,1,0,0,,,,0,0,0,16.0,3.0,1.0
UPL,2025/26,5,reports,025115M04,025115M04,John Bosco Sempijja,BUHIMBA,,30,2004.0,2004-01-01,1,20,0,1,0,0,,,,0,0,0,20.0,0.0,1.0
UPL,2025/26,5,reports,056450M05,056450M05,Lucas Mola,BUHIMBA,,29,2005.0,2004-01-01,1,2,0,1,0,0,,,,0,0,0,2.0,0.0,1.0
UPL,2025/26,5,reports,033075M05,033075M05,Moses Ayebale,BUHIMBA,Goalkeeper,28,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,0.0,1.0
UPL,2025/26,5,reports,048868M06,048868M06,Denis Ssewagudde,BUL,,25,2006.0,2004-01-01,1,73,1,0,1,0,,,,0,0,0,73.0,1.0,1.0
UPL,2025/26,5,reports,038683M06,038683M06,Lwenda Sowedi,BUL,,28,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,5,reports,045395M05,045395M05,Simon Achidi,BUL,,30,2005.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,5,reports,039081M06,039081M06,Swabir Mpasa,BUL,,26,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,5,reports,001111M04,001111M04,Allan Kiggundu,CALVARY,,28,2004.0,2004-01-01,1,40,1,0,1,0,,,,0,0,0,40.0,0.0,1.0
UPL,2025/26,5,reports,064234M05,064234M05,Andrew Kiwanuka,CALVARY,,29,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,0.0,1.0
UPL,2025/26,5,reports,033958M06,033958M06,Junior Emmanuel Ojok,CALVARY,,30,2006.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,0.0,1.0
UPL,2025/26,5,reports,058076M06,058076M06,Mubaraka Mitala,CALVARY,,25,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,027001M05,027001M05,Charles Okello Batiibwe,ENTEBBE,,27,2005.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,065410M07,065410M07,Dan Daris Kazibwe,ENTEBBE,,28,2007.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,051245M05,051245M05,Fazil Tumwine,ENTEBBE,,9,2005.0,2004-01-01,1,46,1,0,1,0,,,,0,0,0,46.0,0.0,1.0
UPL,2025/26,5,reports,024771M04,024771M04,Issa Bugembe,ENTEBBE,,17,2004.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,0.0,1.0
UPL,2025/26,5,reports,040860M05,040860M05,Yusuf Bogere,ENTEBBE,,26,2005.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,065960M08,065960M08,Alli Ismael,EXPRESS,,4,2008.0,2004-01-01,1,7,0,1,0,0,,,,0,0,0,7.0,1.0,1.0
UPL,2025/26,5,reports,063477M06,063477M06,Elvis Ssekajjugo,EXPRESS,,30,2006.0,2004-01-01,1,56,0,1,0,0,,,,0,0,0,56.0,1.0,1.0
UPL,2025/26,5,reports,033032M07,033032M07,Hakim Wandera,EXPRESS,,3,2007.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,1.0,1.0
UPL,2025/26,5,reports,058018M05,058018M05,Isa Glory Kisuule,EXPRESS,,29,2005.0,2004-01-01,1,90,1,0,0,0,,,,1,0,0,90.0,1.0,1.0
UPL,2025/26,5,reports,010898M04,010898M04,Khassim Hafizi,EXPRESS,,27,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,1.0,1.0
UPL,2025/26,5,reports,056374M04,056374M04,Lawrence Muwonge Bukenya,EXPRESS,,28,2004.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,1.0,1.0
UPL,2025/26,5,reports,033201M06,033201M06,Alex Yiga,KCCA,,30,2006.0,2004-01-01,1,44,0,1,0,0,,,,0,0,0,44.0,3.0,1.0
UPL,2025/26,5,reports,021673M04,021673M04,Haruna Lukwago,KCCA,,29,2004.0,2004-01-01,1,44,0,1,0,0,,,,0,0,0,44.0,3.0,1.0
UPL,2025/26,5,reports,044066M04,044066M04,Humphrey Oyirwoth,KCCA,,28,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,5,reports,025433M04,025433M04,James Mubezi,KCCA,,26,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,5,reports,005883M04,005883M04,Joel Sserunjogi,KCCA,,22,2004.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,058232M07,058232M07,Lazaro Muhindo,KCCA,,27,2007.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,5,reports,040861M04,040861M04,Shafik Nana Kwikiriza,KCCA,,19,2004.0,2004-01-01,1,67,1,0,1,1,,,,0,0,0,67.0,3.0,1.0
UPL,2025/26,5,reports,055880M05,055880M05,Sharifu Ssengendo,KCCA,,5,2005.0,2004-01-01,1,25,0,1,0,0,,,,0,0,0,25.0,3.0,1.0
UPL,2025/26,5,reports,056081M04,056081M04,Amir Kakomo,KITARA,,29,2004.0,2004-01-01,1,28,1,0,1,0,,,,0,0,0,28.0,3.0,1.0
UPL,2025/26,5,reports,044748M05,044748M05,Edward Namaasa,KITARA,,26,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,031277M05,031277M05,Jimmy Kalema,KITARA,,15,2005.0,2004-01-01,1,78,1,0,1,0,,,,0,0,0,78.0,3.0,1.0
UPL,2025/26,5,reports,057830M06,057830M06,Akiram Massa,LUGAZI,,29,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,065884M07,065884M07,Allan Batali Igama,LUGAZI,,1,2007.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,050305M06,050305M06,Birungi Alvin Twiine,LUGAZI,,25,2006.0,2004-01-01,1,51,0,1,0,0,,,,0,0,0,51.0,0.0,1.0
UPL,2025/26,5,reports,057827M06,057827M06,Freedom Mungudit,LUGAZI,,27,2006.0,2004-01-01,1,69,1,0,1,0,,,,0,0,0,69.0,0.0,1.0
UPL,2025/26,5,reports,051304M06,051304M06,Juma Ssajjabi,LUGAZI,,26,2006.0,2004-01-01,1,21,0,1,0,0,,,,0,0,0,21.0,0.0,1.0
UPL,2025/26,5,reports,058484M09,058484M09,Muhammad Kakooza,LUGAZI,,18,2009.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,052610M04,052610M04,Ivan Mayanja,MAROONS,,10,2004.0,2004-01-01,1,21,0,1,0,0,,,,0,0,0,21.0,0.0,1.0
UPL,2025/26,5,reports,043270M06,043270M06,Jamal Ssemwogerere,MAROONS,,29,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,025236M04,025236M04,Abudul Malik Bironse,MBARARA,,28,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,057902M06,057902M06,Ambrose Arinda,MBARARA,,16,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,055878M04,055878M04,Henry Kitegenyi,MBARARA,,9,2004.0,2004-01-01,1,75,1,0,1,0,,,,1,0,0,75.0,0.0,1.0
UPL,2025/26,5,reports,065958M09,065958M09,Stuart Hussein Kafuluma,MBARARA,,40,2009.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,036009M06,036009M06,Emmanuel Kulanga,NEC,,28,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,5,reports,057901M05,057901M05,Hudson Mbalire,NEC,,30,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,025443M04,025443M04,Joseph Seremba,NEC,,15,2004.0,2004-01-01,1,10,0,1,0,0,,,,0,0,0,10.0,3.0,1.0
UPL,2025/26,5,reports,055885M06,055885M06,Shamiru Kimwero,NEC,,13,2006.0,2004-01-01,1,90,1,0,0,0,,,,1,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,010972M05,010972M05,Abudshakur Ramsey Jemba,POLICE,,28,2005.0,2004-01-01,1,49,1,0,1,0,,,,0,0,0,49.0,3.0,1.0
UPL,2025/26,5,reports,065938M04,065938M04,Bedia Djuma Ikamba,POLICE,,15,2004.0,2004-01-01,1,90,1,0,0,2,,,,1,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,055884M06,055884M06,Dennis Kalanzi,POLICE,,10,2006.0,2004-01-01,1,71,1,0,1,0,,,,0,0,0,71.0,3.0,1.0
UPL,2025/26,5,reports,036031M07,036031M07,Derrick Maviiri,POLICE,,12,2007.0,2004-01-01,1,19,0,1,0,0,,,,0,0,0,19.0,3.0,1.0
UPL,2025/26,5,reports,032556M05,032556M05,Rayn Figo Kizito,POLICE,,26,2005.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,036011M06,036011M06,Enrique Lubwama,UPDF,,26,2006.0,2004-01-01,1,3,0,1,0,0,,,,0,0,0,3.0,0.0,1.0
UPL,2025/26,5,reports,026590M04,026590M04,Shamulan Kamya,UPDF,,27,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,1.0
UPL,2025/26,5,reports,045544M05,045544M05,George Masembe,URA,,14,2005.0,2004-01-01,1,65,1,0,1,1,,,,0,0,0,65.0,3.0,1.0
UPL,2025/26,5,reports,043298M06,043298M06,John Innocent Kisolo,URA,,26,2006.0,2004-01-01,1,25,0,1,0,0,,,,0,0,0,25.0,3.0,1.0
UPL,2025/26,5,reports,058012M04,058012M04,Hamidu Nsubuga,VILLA,,25,2004.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,5,reports,031869M04,031869M04,Hassan Mubiru,VILLA,,26,2004.0,2004-01-01,1,78,1,0,1,0,,,,0,0,0,78.0,3.0,1.0
UPL,2025/26,5,reports,064911M06,064911M06,Merickzedek Mangeni,VILLA,,30,2006.0,2004-01-01,0,0,0,0,0,0,,,,0,0,0,0.0,3.0,1.0
UPL,2025/26,5,reports,039141M07,039141M07,Raymon Barasa Mangoli,VILLA,,27,2007.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,057746M04,057746M04,Gusto Wa Ilungo Mulongo,VIPERS,,21,2004.0,2004-01-01,1,66,1,0,1,0,,,,0,0,0,66.0,3.0,1.0
UPL,2025/26,5,reports,065429M04,065429M04,Kevin Dasylva Bady,VIPERS,,5,2004.0,2004-01-01,1,90,1,0,0,0,,,,0,0,0,90.0,3.0,1.0
UPL,2025/26,5,reports,065380M04,065380M04,Kiza Arafat Usama,VIPERS,,27,2004.0,2004-01-01,1,66,1,0,1,0,,,,0,0,0,66.0,3.0,1.0
UPL,2025/26,5,reports,065589M05,065589M05,Robin Kane Hney,VIPERS,,33,2005.0,2004-01-01,1,24,0,1,0,0,,,,0,0,0,24.0,3.0,1.0
UPL,2026/27,1,xlsx,name:JOSHUA OMARA,,Joshua Omara,BLACKS,Midfield,39,,2005-01-01,2,24,0,2,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:DAVID MUGALU,,David Mugalu,BUL,Forward,32,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,048868M06,048868M06,Denis Ssewagudde,BUL,Midfield,43,2006.0,2005-01-01,2,180,2,0,0,0,0.0,1.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:FRANK KATONGOLE,,Frank Katongole,BUL,Midfield,8,,2005-01-01,2,94,1,1,0,0,0.0,1.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:INNOCENT ODONG RWOTHOMIYO,,Innocent Odong Rwothomiyo,BUL,Midfield,42,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,038683M06,038683M06,Lwenda Sowedi,BUL,Midfield,41,2006.0,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,045395M05,045395M05,Simon Achidi,BUL,Midfield,39,2005.0,2005-01-01,2,180,2,0,0,1,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,039081M06,039081M06,Swabir Mpasa,BUL,Midfield,38,2006.0,2005-01-01,2,140,2,0,2,1,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,065410M07,065410M07,Dan Daris Kazibwe,ENTEBBE,Forward,28,2007.0,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ISABIRYE REAGAN,,Reagan Isabirye,ENTEBBE,Defender,27,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,055880M05,055880M05,Sharifu Ssengendo,ENTEBBE,Midfield,38,2005.0,2005-01-01,2,153,2,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,040860M05,040860M05,Yusuf Bogere,ENTEBBE,Midfield,36,2005.0,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ABDUL KATUMBA RAHUMAN,,Abdul Rahuman Katumba,EXPRESS,Defender,47,,2005-01-01,1,31,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,058018M05,058018M05,Isa Glory Kisuule,EXPRESS,Midfield,29,2005.0,2005-01-01,1,90,1,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:KEIDEN KING LUBOWA,,Keiden King Lubowa,EXPRESS,,,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:JONAH MUGISHA,,Mugisha Jonah,EXPRESS,Forward,44,,2005-01-01,1,31,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:STEVEN YIGA,,Yiga Steven,EXPRESS,Midfield,77,,2005-01-01,1,55,1,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:CHRIS NSUBUGA RONALD,,Chris Ronald Nsubuga,KATAKA,Goalkeeper,1,,2005-01-01,2,180,2,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:GEORGE ISIAGI OKWAKOL,,George Okwakol Isiagi,KATAKA,,32,,2005-01-01,2,136,2,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:LEMPANI RICHARD,,Richard Lempani,KATAKA,Midfield,35,,2005-01-01,1,18,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ASHRAF LUKYAMUZI,,Ashraf Lukyamuzi,KCCA,,45,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,036912M08,036912M08,Brian Jjara,KCCA,,38,2008.0,2005-01-01,2,175,2,0,1,0,0.0,0.0,0.0,1,0,0,,,
UPL,2026/27,1,xlsx,name:FAHAD ISMAIL,,Ismail Fahad,KCCA,,47,,2005-01-01,2,79,0,2,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:JOSEPH JUDE JUNIOR KAKOOZA,,Joseph Junior Jude Kakooza,KCCA,,57,,2005-01-01,1,38,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:KENNEDY MUSERERO,,Kennedy Muserero,KCCA,,39,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,058232M07,058232M07,Lazaro Muhindo,KCCA,,37,2007.0,2005-01-01,2,124,2,0,2,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ABUDSHAFIE JEMBA UKASHA,,Ukasha Abudshafie Jemba,KCCA,,49,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:JAMES TUKEI,,James Tukei,KIGEZI,,30,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:JONATHAN TAHINDUKA,,Jonathan Tahinduka,KIGEZI,,38,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:BARASA JULIUS,,Julius Barasa,KIGEZI,,36,,2005-01-01,1,82,1,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:AINAMAANI MARVIN,,Marvin Ainamaani,KIGEZI,,37,,2005-01-01,1,0,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,065371M05,065371M05,Jackson Ssembatya,KITARA,,21,2005.0,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:BBOSA CHARLES TRAVOR,,Travor Charles Bbosa,KITARA,,37,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,065884M07,065884M07,Allan Batali Igama,LUGAZI,Goalkeeper,38,2007.0,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:AMAGU ANGUTI LOUIS,,Amagu Louis Anguti,LUGAZI,Defender,44,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,051304M06,051304M06,Juma Ssajjabi,LUGAZI,Defender,42,2006.0,2005-01-01,2,180,2,0,0,0,0.0,0.0,0.0,1,0,0,,,
UPL,2026/27,1,xlsx,058484M09,058484M09,Muhammad Kakooza,LUGAZI,Goalkeeper,36,2009.0,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,065960M08,065960M08,Alli Ismael,MAROONS,,38,2008.0,2005-01-01,2,150,2,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ASHIRAF KAVUMA,,Ashiraf Kavuma,MAROONS,,41,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,043270M06,043270M06,Jamal Ssemwogerere,MAROONS,Midfield,40,2006.0,2005-01-01,2,180,2,0,0,0,0.0,0.0,0.0,1,0,0,,,
UPL,2026/27,1,xlsx,name:LAMEKA TAMALE,,Lameka Tamale,MAROONS,Goalkeeper,36,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:IRAN MUSINGUZI,,Iran Musinguzi,MBARARA,,41,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ARINDA ISAAC,,Isaac Arinda,MBARARA,,40,,2005-01-01,1,21,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,065958M09,065958M09,Stuart Hussein Kafuluma,MBARARA,,36,2009.0,2005-01-01,1,90,1,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,036009M06,036009M06,Emmanuel Kulanga,NEC,,38,2006.0,2005-01-01,1,21,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,036011M06,036011M06,Enrique Lubwama,NEC,,42,2006.0,2005-01-01,2,140,2,0,2,0,0.0,0.0,0.0,1,0,0,,,
UPL,2026/27,1,xlsx,033032M07,033032M07,Hakim Wandera,NEC,,40,2007.0,2005-01-01,2,180,2,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:AMISI MUBA,,Amisi Muba,NTUGASAZE,Goalkeeper,36,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,027001M05,027001M05,Charles Okello Batiibwe,NTUGASAZE,Defender,35,2005.0,2005-01-01,1,73,1,0,1,0,0.0,0.0,0.0,0,0,0,,,
